# index, name, _pos
2233,GRESIG,"array([-11.9385036 ,  37.47610855])"
2234,GREY GARGOYLE/PAUL P,"array([-11.12881439,  29.31807485])"
2235,GREY KING/ADDISON FA,"array([-19.72675573,  26.70744458])"
2236,"GREY, DR. JOHN","array([-15.57103799,  26.64288689])"
2237,"GREY, ELAINE","array([-15.88580398,  27.00307841])"
2238,"GREY, JEAN | MUTANT ","array([-20.93287672,  23.55590873])"
2239,GREYSTONE/BRIAN YOUN,"array([-19.18246764,  25.89757248])"
2240,GRID,"array([-16.99742317,  34.98032721])"
2241,GRIEFSAVOR,"array([-4.88196838, 32.65100364])"
2242,GRIFFIN,"array([-4.94994079, 33.1295905 ])"
2243,GRIFFIN II/JOHNNY HO,"array([-11.2121472 ,  27.28129951])"
2244,GRIFFIN III,"array([-15.49754672,  21.64789936])"
2245,"GRIFFITH, D.W.","array([-6.33017214, 24.19254323])"
2246,GRIM HUNTER/KRAVINOF,"array([-11.02784878,  21.08418882])"
2247,GRIM REAPER/ERIC WIL,"array([-10.34023549,  30.35794494])"
2248,"GRIMM, BEN | EARTH-A","array([-16.29924473,  31.06749869])"
2249,"GRIMM, BEN | MUTANT ","array([-21.65872963,  24.02348397])"
2250,"GRIMM, BEN | TIMESLI","array([-10.08630954,  35.26684242])"
2251,"GRIMM, JAKE","array([-16.13118225,  31.50238039])"
2252,"GRIMM, PETUNIA PENNY","array([-16.85436965,  32.47105796])"
2253,"GRIMM, SUE STORM EAR","array([-16.48841509,  30.95674759])"
2254,"GRIPPO, BILLY","array([-6.94076487, 21.57735253])"
2255,GRIS-GRIS,"array([-16.79250826,  23.07021485])"
2256,GRIZZLY/MAXWELL MARK,"array([-9.3100212 , 22.09847082])"
2257,GRIZZLY II/THEODORE ,"array([-18.20491512,  26.1567871 ])"
2258,GRON,"array([-10.0903745 ,  26.16993368])"
2259,GRONK,"array([-12.50857548,  32.12188735])"
2260,"GROSS, CLIFFORD","array([-11.35122782,  18.60751947])"
2261,"GROSS, IRA","array([-6.14624519, 21.10772761])"
2262,GROTESK,"array([-13.83719325,  28.90613509])"
2263,GROTTU,"array([-7.68347966, 34.77292624])"
2264,GROUNDHOG/SEAN BENAR,"array([-18.11990686,  27.12754954])"
2265,GROVEL,"array([-15.30829566,  24.37264205])"
2266,"GROVES, GEN. MCALLIS","array([-5.91933268, 27.38535648])"
2267,GROWING MAN,"array([-10.89375682,  29.69917368])"
2268,"GRUENWALD, MARK","array([-17.40164328,  29.59938114])"
2269,"GRUNCH, ALESTAIRE FI","array([-15.15594   ,  24.21284218])"
2270,GRUX,"array([-10.27287727,  38.46647726])"
2271,GRYPHON/COMMANDER EK,"array([-19.08307754,  25.25307625])"
2272,GUARDIAN/JAMES MACDO,"array([-15.52426218,  28.50013889])"
2273,GUARDIAN III,"array([-16.22199317,  19.86984327])"
2274,GUARDIAN IV,"array([-11.17184594,  19.90293305])"
2275,GUARDIAN V/JAMES MAC,"array([-17.0819851,  29.1624847])"
2276,GUARDIAN | MUTANT X-,"array([-22.54161987,  21.50387651])"
2277,GUARDSMAN/KEVIN O'BR,"array([-7.83679771, 30.06782876])"
2278,GUDRUN [ASGARDIAN],"array([-15.92245232,  31.81432793])"
2279,GUILOTINE,"array([-8.26196514, 25.60990665])"
2280,GUINNESS,"array([ 0.36963727, 32.21711895])"
2281,GULADKIN,"array([-16.12873801,  29.04447005])"
2282,GULLIN,"array([-12.88392592,  32.17692368])"
2283,GULLO,"array([-17.79985213,  30.98808539])"
2284,"GUNDERSON, COL. ROLA","array([-12.07607765,  19.94303588])"
2285,GUNSHIP/CARY ROUNTRE,"array([-4.89365255, 34.12970456])"
2286,GUNTHAR,"array([-17.06624581,  34.32426208])"
2287,GUNTHAR II,"array([-11.71196295,  28.75568621])"
2288,"GUNTLY, DAVID","array([-11.04692021,  35.34588121])"
2289,"GUTHRIE, JOELLE","array([-19.55238158,  23.25431668])"
2290,"GUTHRIE, JOSH","array([-18.86645188,  24.29682722])"
2291,"GUTHRIE, LUCINDA","array([-18.36776481,  26.7849361 ])"
2292,"GUTHRIE, LUKE","array([-20.16883769,  27.84626185])"
2293,"GUTHRIE, TYLER","array([-20.4278315 ,  27.74140963])"
2294,GYPSY MOTH,"array([-9.59630174, 27.6285553 ])"
2295,GYRE,"array([-18.07416185,  30.08613625])"
2296,"GYRICH, HENRY PETER","array([-12.7074512 ,  28.55898241])"
2297,"GYRICH, HENRY PETER ","array([-21.87953776,  21.6073517 ])"
2298,HAAG,"array([-15.95061192,  34.75074272])"
2299,HACK/,"array([-9.49189221, 34.89695394])"
2300,"HADDOCK, DR. MYRA","array([-18.64699445,  29.83366253])"
2301,HAFNIUM,"array([-7.86185665, 28.22998161])"
2302,HAG/,"array([-7.31399476, 23.82936471])"
2303,"HAGER, GENERAL","array([-4.44217558, 32.91917936])"
2304,"HAGGERT, BOB","array([-7.95009058, 29.06115667])"
2305,HAIRBAG/SUGGS,"array([-18.20409223,  27.9506358 ])"
2306,"HALBERG, DONALD","array([-13.66555348,  33.96823649])"
2307,"HALDEMAN, CALVIN","array([-11.29753808,  24.73101023])"
2308,"HALE, JONAS","array([-9.81506611, 27.00729589])"
2309,"HALE, NAN","array([-7.34515212, 34.59656992])"
2310,"HALE, TOM","array([-6.99814988, 34.58113533])"
2311,HALF-FACE,"array([-6.59718777, 32.69826901])"
2312,HALFLIFE,"array([-11.67139541,  35.42914496])"
2313,"HALFTREE, HORACE","array([-5.6289256 , 18.95139471])"
2314,"HALL, MORGAN","array([-9.82658807, 20.30194857])"
2315,"HALLER, GABRIELLE","array([-15.68781728,  27.65714566])"
2316,HALLOWEEN JACK,"array([-21.16969166,  26.04095134])"
2317,HAMES,"array([-18.32097657,  29.45126376])"
2318,"HAMID, SHEIK","array([-19.98784545,  27.47018407])"
2319,"HAMILTON, JEROME","array([-13.53221316,  31.85757771])"
2320,"HAMILTON, MICKY","array([-7.10525778, 25.97510945])"
2321,"HAMILTON, PAUL","array([-6.52310773, 25.85233673])"
2322,HAMIR,"array([-8.72013755, 29.86432268])"
2323,HAMMER/LEROY JACKSON,"array([-8.21170664, 26.85445565])"
2324,HAMMER II/,"array([-7.74289776, 22.59341891])"
2325,HAMMER III/EISENHOWE,"array([-18.90820195,  26.04085788])"
2326,HAMMER IV/,"array([-17.60549757,  22.11067182])"
2327,"HAMMER, JUSTIN","array([-9.67533984, 27.61357821])"
2328,HAMMERHAND,"array([-17.54968531,  32.16843219])"
2329,HAMMERHAND II/BRON,"array([-21.20918335,  33.26029012])"
2330,HAMMERHEAD,"array([-10.72829152,  24.32048198])"
2331,"HANCOCK, CALISTA","array([-6.28340785, 31.12157441])"
2332,HANGMAN,"array([-5.71446994, 26.63996228])"
2333,HANGMAN II/JASON ROL,"array([-7.37591198, 30.03271946])"
2334,"HANRAHAN, GORDON","array([-6.32731664, 27.53652372])"
2335,"HANRAHY, JIM","array([-8.68829713, 32.43225187])"
2336,HANRANSHA/ASAHI,"array([-21.11472714,  25.63961435])"
2337,"HANSEN, BILLY","array([-6.4753734 , 22.33312396])"
2338,HARBINGER,"array([-15.47399243,  28.71102038])"
2339,HARD BOILED HENWY,"array([-16.70711406,  29.01277872])"
2340,HARDBALL,"array([-16.57970644,  31.51919504])"
2341,HARDCASE/HAROLD HARR,"array([-15.66567659,  23.76024102])"
2342,HARDCORE/,"array([-7.54229439, 26.37710673])"
2343,"HARDERMAN, QUENTIN","array([-10.84854886,  26.96255009])"
2344,HARDRIVE,"array([-16.02606709,  25.76683665])"
2345,HARDWIRE/,"array([-18.29484381,  21.28637747])"
2346,"HARDY, LYDIA","array([-11.12984377,  21.77586412])"
2347,"HARDY, MORGAN MACNEI","array([-6.68421508, 28.15286656])"
2348,"HARDY, STAN","array([-10.47291579,  23.52411841])"
2349,HARGEN,"array([-16.20726012,  31.6056878 ])"
2350,"HARGROVE, ELIAS","array([-10.74753078,  21.08079551])"
2351,"HARKER, QUINCY","array([-3.65472962, 28.50787029])"
2352,"HARKNESS, ABIGAIL","array([-16.35646063,  34.95819266])"
2353,"HARKNESS, AGATHA","array([-12.33890567,  29.42682019])"
2354,HARMONY,"array([-18.444519  ,  22.30533825])"
2355,HARNESS/ERIKA BENSON,"array([-15.47216646,  24.80643092])"
2356,HAROKIN [ASGARDIAN],"array([-14.41041419,  31.77279327])"
2357,HARPOON,"array([-16.04430309,  26.89150073])"
2358,HARPY II,"array([-5.12345495, 23.95176901])"
2359,HARQUIS TEY,"array([-10.47349064,  37.73620679])"
2360,"HARR, DR.","array([-10.30534064,  35.8676113 ])"
2361,"HARRAS, BOB","array([-18.22994518,  23.85685835])"
2362,HARRIER,"array([-12.30548298,  21.88799354])"
2363,"HARRIGAN, CHESTER CH","array([-5.61353813, 34.45110316])"
2364,"HARRIGAN, PATRICIA P","array([-7.73878837, 25.86113254])"
2365,"HARRINGTON, PRINCIPA","array([-6.0516293 , 19.87878839])"
2366,"HARRIS, BERNARD","array([-7.29486183, 24.2220569 ])"
2367,"HARRIS, CHRISTINE","array([-7.08109934, 22.68409023])"
2368,"HARRIS, EDDIE","array([-15.12812112,  28.84373252])"
2369,"HARRIS, MONROE","array([-13.14517025,  20.42457621])"
2370,"HARRISON, COL. EDWAR","array([-5.81737868, 27.57581548])"
2371,"HARROW, DR. JONAS","array([-11.03081519,  23.49892994])"
2372,HARVEST/CHI LO,"array([-17.10222565,  32.04326767])"
2373,HARVEST II,"array([-18.25524017,  23.69536733])"
2374,"HARVEY, SUE","array([-6.6427117 , 33.10777051])"
2375,"HASARD, SAMANTHA","array([-19.51585276,  26.54982782])"
2376,HASSAN,"array([-29.50769334,  22.53705102])"
2377,"HASTINGS, PROF. LOUI","array([-6.50842517, 28.08164392])"
2378,HATCHET MAN/HACHIMAN,"array([-5.48121203, 18.39402044])"
2379,HATCHET-9,"array([-19.16548303,  24.51407214])"
2380,"HATCHWAY, VERNON","array([-8.50221352, 28.98337909])"
2381,HATE,"array([-11.85334764,  31.13329885])"
2382,HATE-MONGER/ADOLF HI,"array([-8.56626709, 29.06924295])"
2383,HATE-MONGER II,"array([-5.95486617, 26.7875804 ])"
2384,HATE-MONGER IV,"array([-12.78489523,  28.5977448 ])"
2385,HATE-MONGER V,"array([-12.80652414,  24.70712212])"
2386,"HATORI, DESMOND","array([-20.26531312,  24.74878985])"
2387,HAUPTMAN,"array([-9.13560741, 34.2499992 ])"
2388,HAUPTMANN DEUTSCHLAN,"array([-8.85876376, 26.25229073])"
2389,HAUPTMANN ENGLAND,"array([-18.31571672,  28.91533304])"
2390,HAUS,"array([-20.72378839,  28.16109497])"
2391,HAV-AK,"array([-16.10957271,  34.33829312])"
2392,HAV-ROGG,"array([-16.72682551,  37.17997498])"
2393,HAVEN/RADHA DASTOOR,"array([-19.9112104,  26.8007145])"
2394,"HAVERSHAW, ANDREA","array([-10.37702439,  18.31067415])"
2395,"HAVERSHAW, JASON","array([-10.05967023,  18.34258272])"
2396,HAVOK/ALEX SUMMERS ,"array([-16.42156441,  26.19537347])"
2397,HAVOK | MUTANT X-VER,"array([-21.25718493,  23.32551113])"
2398,HAWK,"array([-10.66370631,  29.45801237])"
2399,HAWKEYE DOPPELGANGER,"array([-16.59128619,  29.08501996])"
2400,HAWKEYE | MUTANT X-V,"array([-21.60527712,  22.69857395])"
2401,"HAWKINS, DR. EDWIN E","array([-6.89271855, 31.44729687])"
2402,HAWKSHAW,"array([-16.72012925,  27.84178675])"
2403,"HAWLEY, PAMELA","array([-4.68719656, 29.06415395])"
2404,HAYDEN,"array([-13.81602901,  23.28806861])"
2405,HAYWIRE/,"array([-9.90422662, 32.06704856])"
2406,HAZARD/CARTER RYKING,"array([-18.01430908,  25.09134331])"
2407,HEADCASE,"array([-17.76176579,  24.98059751])"
2408,HEADGEAR/,"array([-10.77835753,  33.91083898])"
2409,HEADHUNTER/,"array([-10.08030803,  27.54554125])"
2410,HEADLOK,"array([-16.30688418,  30.16598452])"
2411,HEADMISTRESS/,"array([-10.31761927,  34.17372291])"
2412,HEALER,"array([-17.52934731,  25.93011723])"
2413,HEAT-RAY/,"array([-12.77778335,  33.96151547])"
2414,HEATER DELIGHT,"array([-12.50973474,  34.88372316])"
2415,HECATE,"array([-17.04888434,  32.80504502])"
2416,"HECK, DON","array([-11.36417951,  35.50361515])"
2417,HECTOR,"array([-14.62420997,  38.44540829])"
2418,HECTOR II,"array([-12.35703023,  31.42567727])"
2419,"HEDERMAN, LOTTIE","array([-5.42826926, 27.91587404])"
2420,HEDRON,"array([-16.3627641 ,  33.47564097])"
2421,HEIMDALL [ASGARDIAN],"array([-14.25462756,  31.45705241])"
2422,HELA [ASGARDIAN],"array([-14.36993574,  30.57780629])"
2423,HELIO,"array([-12.52020323,  31.99198289])"
2424,HELIUM,"array([-4.46413217, 29.05976864])"
2425,HELIX/RAFAEL CARAGO,"array([-13.59644511,  24.28521079])"
2426,HELIX II,"array([-18.15788438,  29.72939509])"
2427,HELKOOKY,"array([-15.95419917,  34.32911421])"
2428,HELL-EYES,"array([-6.20620931, 28.52557357])"
2429,HELLCAT/PATSY WALKER,"array([-10.12539348,  29.49441652])"
2430,HELLEN,"array([-13.24900311,  28.14159584])"
2431,"HELLER, DR. JOSEPH","array([-19.01060014,  25.36487831])"
2432,"HELLER, ERIC","array([-16.00148056,  19.99551002])"
2433,HELLFIRE/MIKAL DRAGO,"array([-4.32865159, 24.9325066 ])"
2434,HELLRAZOR,"array([-6.31607895, 27.00584632])"
2435,HELLSCOUT/KENNETH TE,"array([-14.10743861,  28.32390539])"
2436,HELLSPAWN,"array([-5.49253091, 22.72379086])"
2437,HELLSTORM/DAIMON HEL,"array([-7.97945981, 29.15820429])"
2438,HELLSTORM DOPPELGANG,"array([-4.64781994, 31.7521648 ])"
2439,"HELLSTROM, VICTORIA","array([-4.30560894, 29.7396381 ])"
2440,HEMINGWAY,"array([-17.58325192,  24.54445897])"
2441,"HENCKEL, MARIA","array([-7.02080829, 27.4808763 ])"
2442,"HENDERSHOOT, COLONEL","array([-14.50632211,  25.24209434])"
2443,"HENDERSON, CAROL","array([-14.88431598,  22.24955051])"
2444,"HENRY, JOHN","array([-7.55595398, 32.87003259])"
2445,"HENSHAW, CURTIS","array([-11.93309649,  20.0639122 ])"
2446,HEPHAESTUS,"array([-12.48681912,  34.04711906])"
2447,HERA/AUGUSTINE JONES,"array([-13.06367303,  32.12294394])"
2448,HERCULES [GREEK GOD],"array([-12.42876174,  29.56244267])"
2449,HERCULES DOPPELGANGE,"array([-17.52630348,  29.74085121])"
2450,HERCULES DOPPELGANGE,"array([-15.65758642,  29.20093378])"
2451,HERMES [GREEK GOD],"array([-13.09644791,  33.00813875])"
2452,HERMOD [ASGARDIAN],"array([-15.0582268 ,  31.56913169])"
2453,HESCAMAR/MARNOT [ASG,"array([-13.80759067,  32.36490262])"
2454,"HESSLER, WOLFGANG","array([-12.69538892,  24.95907538])"
2455,HETH'SA,"array([-19.32849825,  23.53471464])"
2456,HEX/DOMINIC DESTINE,"array([-19.37235257,  26.35063743])"
2457,"HEYWERTH, GENERAL","array([-11.06991579,  26.97574633])"
2458,"HIBBERT, ELLEN","array([-8.63296256, 23.57003537])"
2459,"HIBBERT, HOPE","array([-10.76779878,  24.14364795])"
2460,"HIDALGO, DETECTIVE J","array([-18.42443332,  25.71446444])"
2461,"HIGGINS, JANE","array([-19.43241192,  19.99943915])"
2462,"HIGGINS, LINDA","array([-19.65284663,  20.06269144])"
2463,"HIGGINS, RICHIE","array([-19.83259531,  20.25517139])"
2464,"HIGGINS, SAMUEL","array([-13.12116186,  28.52235313])"
2465,HIGH EVOLUTIONARY/HE,"array([-14.05913531,  29.69206876])"
2466,HIGHNOTE/RAOUL HERNA,"array([-17.45584565,  31.91487548])"
2467,HIJACKER,"array([-9.27999915, 29.11982028])"
2468,HILARY,"array([-15.72554427,  29.07184849])"
2469,"HILDEBRANT, DR.","array([-4.74248734, 28.69701752])"
2470,HILDEGARDE [ASGARDIA,"array([-14.51305824,  31.61396755])"
2471,HILDY [ASGARDIAN],"array([-14.75949257,  30.27871401])"
2472,"HILL, GEORGE","array([-17.69112301,  32.55329305])"
2473,"HILLIARD, JACOB","array([-9.8860615 , 19.36092154])"
2474,"HINDS, PATRICK","array([-5.08506538, 22.4652416 ])"
2475,HINDSIGHT LAD/CARLTO,"array([-13.27748197,  24.88966702])"
2476,HINKLEY,"array([-12.45860879,  36.09313535])"
2477,"HINKLEY, ADMIRAL","array([-9.63410993, 34.19994692])"
2478,HIPPOLYTA [GREEK GOD,"array([-12.91091691,  31.56921387])"
2479,HIRO,"array([-17.66102542,  24.97674668])"
2480,HIROMITSU,"array([-13.62232784,  25.46538968])"
2481,"HITCHUCK, KELLY","array([-14.99875382,  24.22083829])"
2482,"HITLER, ADOLF","array([-9.14286856, 31.62720428])"
2483,HITMAN/LT. BURT KENY,"array([-8.78416299, 22.4872601 ])"
2484,HO TI,"array([-19.00088167,  35.13181968])"
2485,HO YINSEN,"array([-6.98132995, 33.73964082])"
2486,"HO, LI MUAN","array([-13.9043922,  23.0872828])"
2487,"HOARD, JOSH","array([-6.63936663, 28.5058535 ])"
2488,HOARFEN,"array([-13.00168765,  34.90062121])"
2489,HOARFROST/,"array([-5.63847639, 30.64193798])"
2490,"HOBBS, DET.","array([-4.53573629, 24.25659436])"
2491,"HOBBS, HARRIS","array([-14.34446149,  31.80368823])"
2492,HOBGOBLIN,"array([-15.11657113,  29.49658034])"
2493,HOBGOBLIN II/RODERIC,"array([-10.94917414,  24.36415723])"
2494,HOBGOBLIN III/LEFTY ,"array([-9.26629031, 21.57617286])"
2495,HOBGOBLIN V/JASON PH,"array([-10.27705543,  24.33656884])"
2496,"HOCHBERG, ROGER","array([-10.57365916,  24.39032201])"
2497,HODER [ASGARDIAN],"array([-15.57625352,  33.48459319])"
2498,"HODGE, CAMERON","array([-14.88678798,  26.55247029])"
2499,HOFFMAN,"array([-53.10765627,   2.09284557])"
2500,"HOFFMAN, ALICE","array([-7.25659139, 19.18168013])"
2501,"HOGAN, HAROLD J. HAP","array([-9.53972388, 30.36258033])"
2502,"HOGAN, VIRGINIA PEPP","array([-9.37562354, 30.31167152])"
2503,"HOGARTH, JERYN","array([-10.40721151,  25.90260547])"
2504,HOGGOTH,"array([-6.76392327, 32.35999648])"
2505,HOGUN [ASGARDIAN],"array([-14.48839503,  31.37791658])"
2506,HOGUN | MUTANT X-VER,"array([-24.1813896 ,  22.01364859])"
2507,"HOLDEN, DR. SAMUEL","array([-14.62232011,  33.03943644])"
2508,"HOLDSWORTH, PARKER","array([-12.59201644,  20.45227797])"
2509,"HOLIDAY, JORDAN","array([-18.365066  ,  25.52925643])"
2510,"HOLKAR, DR. SHYAM","array([-7.66947938, 21.8007598 ])"
2511,"HOLLISTER, SHERIFF","array([-20.87830833,  24.98136235])"
2512,HOLLYWOOD,"array([-17.77693454,  24.11525006])"
2513,HOLOCAUST,"array([-17.25010614,  26.7963961 ])"
2514,HOLY/FATHER HECTOR R,"array([-6.59000527, 19.76363332])"
2515,"HONDA, DR.","array([-10.03277648,  36.55967569])"
2516,HONEY LEMON/,"array([-18.80976051,  26.27980785])"
2517,"HONIKAWA, SHO","array([-5.75708559, 19.10326708])"
2518,HOO,"array([-17.54602748,  22.29280616])"
2519,HOOPSNAKE/,"array([-5.37392315, 30.11399642])"
2520,HOPE,"array([-17.55487859,  30.27074546])"
2521,"HOPKINS, STEVE","array([-10.80668957,  24.5110919 ])"
2522,"HORTON, DOUGIE","array([-12.72440132,  20.34325051])"
2523,"HORTON, PROFESSOR PH","array([-9.96893011, 31.9870826 ])"
2524,"HORTON, PROFESSOR PH","array([-9.82366215, 29.31706336])"
2525,HORUS [EGYPTIAN GOD],"array([-14.68033704,  33.11195073])"
2526,"HOSEK, BULL","array([-19.04816856,  20.03853357])"
2527,HOTAMITANIO,"array([-3.09481355, 31.14202024])"
2528,HOTSHOT/LOUIS,"array([-11.16987751,  32.44544147])"
2529,HOUND,"array([-18.67238431,  25.70989943])"
2530,HOUSE OF SHADOWS,"array([-12.92049154,  33.8688912 ])"
2531,"HOUSTON, LT. COMMAND","array([-3.77027931, 27.56710033])"
2532,"HOUSTON, STELLA","array([-7.29136565, 30.33093581])"
2533,HOWARD THE DUCK,"array([-12.25834962,  33.32392603])"
2534,"HOWARD, PROFESSOR MA","array([-11.05845563,  22.17677673])"
2535,HOWLER/LUKE GARROW,"array([-14.91618583,  36.6022422 ])"
2536,HOWLER II/ZED,"array([-16.14898   ,  33.65882979])"
2537,"HOYT, TONY","array([-6.08384442, 21.6939732 ])"
2538,HRILL,"array([-11.7356939 ,  37.15383034])"
2539,HRIMHARI,"array([-16.75867433,  28.89196962])"
2540,"HSU, CHEN","array([-8.74736216, 31.25334537])"
2541,"HU, DR.","array([-6.31650608, 22.49743339])"
2542,"HUDDLESTON, PROF.","array([-15.32212442,  18.89566785])"
2543,"HUDSON, HEATHER","array([-15.63102509,  28.85671274])"
2544,"HUDSON, JAMES | MUTA","array([-21.08115906,  22.65743436])"
2545,HUGIN,"array([-13.78954827,  33.45773868])"
2546,"HUGO, CAPTAIN EDVARD","array([-13.2154675 ,  36.39847707])"
2547,HULK/DR. ROBERT BRUC,"array([-11.29645489,  30.71152441])"
2548,HULK III/BRUCE BANNE,"array([-10.86033492,  30.68547106])"
2549,HULK IV,"array([-11.90507879,  34.46641087])"
2550,HULK DOPPELGANGER,"array([-17.63877023,  29.66869563])"
2551,HULK DOPPELGANGER II,"array([-15.16320132,  28.93550486])"
2552,HULK ROBOT,"array([-13.84421815,  29.89805423])"
2553,HULK | MUTANT X-VERS,"array([-23.55543807,  22.86466893])"
2554,HUMAN ROBOT,"array([-11.37802649,  35.23676568])"
2555,HUMAN TOP/DAVEY MITC,"array([-8.75379422, 33.40979626])"
2556,HUMAN TORCH/JOHNNY S,"array([-12.93775845,  28.81697128])"
2557,HUMAN TORCH ANDROID/,"array([-10.67897446,  29.95509807])"
2558,HUMAN TORCH DOPPELGA,"array([-17.35889919,  30.34939035])"
2559,HUMAN TORCH DOPPELGA,"array([-16.77078429,  29.48704257])"
2560,HUMAN TORCH DOPPELGA,"array([-13.26063034,  25.80680469])"
2561,HUMAN TORCH DOPPELGA,"array([-17.73380239,  30.33409473])"
2562,HUMBUG/PROF. B. MITT,"array([-12.80477206,  21.83547591])"
2563,HUMP/,"array([-20.35779435,  26.44289861])"
2564,HUMUS SAPIEN,"array([-6.07700394, 28.14906344])"
2565,HUNCH,"array([-14.04337707,  27.53142904])"
2566,HUNGER,"array([-11.15467   ,  22.80166354])"
2567,HUNGYR,"array([-12.37365235,  21.77960376])"
2568,HUNKIR,"array([-10.68382012,  37.38656858])"
2569,"HUNT, JERRY","array([-7.61443674, 26.19337581])"
2570,"HUNT, ROBERTA","array([-12.78107989,  33.54440776])"
2571,HUNTARA/MARY ELIZABE,"array([-12.63578608,  31.45695321])"
2572,HUNTER/JAEGER,"array([-18.80457982,  26.89494872])"
2573,HUNTER IN DARKNESS,"array([-16.46685932,  24.52035469])"
2574,"HUNTER, IAN","array([-6.50162784, 23.41246243])"
2575,"HUNTER, LANCE","array([-16.65316392,  28.85822738])"
2576,"HUNTER, STEVIE","array([-16.0158098 ,  26.96029887])"
2577,HUNTSMAN,"array([-11.73257808,  32.35671986])"
2578,"HURDLER, THOMAS","array([-19.89944511,  22.9284447 ])"
2579,HURRICANE II,"array([-20.99157431,  29.24491682])"
2580,HURRICANE III,"array([-16.39332686,  24.42089877])"
2581,HUSK/PAIGE GUTHRIE,"array([-16.4302376 ,  24.91470068])"
2582,HUSK/PAIGE GUTHRIE |,"array([-21.93858055,  22.43958377])"
2583,HUSSAR,"array([-15.46804676,  29.37091938])"
2584,"HUXLEY, DR. ALDA","array([-15.43335666,  28.12049977])"
2585,"HUXLEY, DR. HORATIO","array([-16.8804493 ,  29.26375097])"
2586,HYBRID/JAMES JIMMY M,"array([-18.10290144,  29.32137639])"
